# Selected fundamentals from SEC EDGAR XBRL (sparse by ticker)
ticker,period,leverage,financing_rate,net_interest_margin,swap_notional,unrestricted_cash,common_pref_equity_ratio,buybacks,issuance,preferred_issuance,common_equity,preferred_equity,total_liabilities
AGNC,2022-09-30,5.581002492384381,0.0363,,,976000000,3.419828641370869,51000000,339000000,145000000,5588000000,1634000000,51302000000
AGNC,2022-12-31,4.607623888182974,0.0394,,,1018000000,3.8164014687882495,51000000,526000000,145000000,6236000000,1634000000,43878000000
AGNC,2023-03-31,6.209445585215605,0.0415,,,975000000,3.7686658506731945,,171000000,,6158000000,1634000000,58319000000
AGNC,2023-06-30,5.3349834983498345,0.0433,,,716000000,3.821297429620563,,277000000,,6244000000,1634000000,52640000000
AGNC,2023-09-30,6.994228187919463,0.0473,,,493000000,3.559363525091799,0,709000000,0,5816000000,1634000000,62541000000
AGNC,2023-12-31,6.107060675790239,0.0485,,,518000000,4.0532435740514074,0,1085000000,0,6623000000,1634000000,63339000000
AGNC,2024-03-31,5.825483795756587,0.0493,,,505000000,4.24969400244798,,241000000,,6944000000,1634000000,63298000000
AGNC,2024-06-30,6.581946370781322,0.0501,,,530000000,4.2949816401468786,,675000000,,7018000000,1634000000,71033000000
AGNC,2024-09-30,6.832953603976802,0.0501,,,507000000,4.909424724602204,,1455000000,0,8022000000,1634000000,79934000000
AGNC,2024-12-31,6.2280270436385985,,,,505000000,4.974296205630355,0,1967000000,0,8128000000,1634000000,78253000000
AGNC,2025-03-31,6.586138219478191,,,,455000000,5.145654834761322,,509000000,,8408000000,1634000000,85847000000
AGNC,2025-06-30,6.683386488837344,,,,656000000,5.332313341493268,,1308000000,,8713000000,1634000000,91674000000
AGNC,2025-09-30,6.4795526039846205,,,,450000000,4.815040650406504,,1617000000,334000000,9476000000,1968000000,97525000000
AGNC,2025-12-31,6.881788106188978,,,,450000000,5.297256097560975,,1973000000,334000000,10425000000,1968000000,102684000000
ARR,2008-12-31,,,,,2086,,,,,,,
ARR,2009-12-31,,,,,6653000,,226478058,,,,,
ARR,2010-06-30,,,,,21887268,,,32125373,,,,
ARR,2010-09-30,,,,,11964520,,,32062856,,,,
ARR,2010-12-31,8.93831842809703,,,,35344000,,,94117000,,,,1100515373
ARR,2011-03-31,,,,,47174000,,,112990000,,,,
ARR,2011-06-30,8.71715822461348,,,,188234000,,,408837000,,,,4995996126
ARR,2011-09-30,9.086161722783586,,,,250486000,,,489401000,,,,5809443125
ARR,2011-12-31,8.515657366830194,,,,252372000,,0,561822000,,,,5581141000
ARR,2012-03-31,9.195292595038392,,,,264750000,,,555911000,,,,11605727000
ARR,2012-06-30,8.918838957653763,,,,326736000,1358089,,627813000,33779000,1358089000,1000,12548403000
ARR,2012-07-31,,,,,,,,324600000,,,,
ARR,2012-09-30,8.116009018611939,,,,727306000,1221473,,1498157000,43041000,2442946000,2000,21074398000
ARR,2012-12-31,7.958355992243611,,,,771282000,1153886.5,0,1498233000,48772000,2307773000,2000,18571103000
ARR,2013-03-31,9.165915657055269,,,,836501000,,0,438481000,,,,25044018000
ARR,2013-05-17,,,,,,,20300000,,,,,
ARR,2013-05-31,,,,,,,20300000,,,,,
ARR,2013-06-30,8.920208106062418,,,,802852000,,20260000,438406000,,,,21956979000
ARR,2013-09-30,6.927271089308361,,,,496480000,,20260000,438528000,,,,15477020000
ARR,2013-12-31,6.917373402874353,,,,496478000,,53012000,438566000,,,,13831289000
ARR,2014-03-14,,,,,,,2585000,,,,,
ARR,2014-03-31,8.118420644039375,,,,588832000,,2585000,75000,,,,15877734000
ARR,2014-06-30,7.377982175250899,,,,433149000,,2585000,135000,,,,15673867000
ARR,2014-09-30,8.417802287581699,,,,542789000,,2585000,207000,,,,15681812000
ARR,2014-12-31,7.935741394656464,,,,494561000,,5750000,263000,,,,14536507000
ARR,2015-03-31,8.385905174077505,,,,473826000,,2804000,43000,,,,14221690000
ARR,2015-06-30,8.459065890090333,,,,363212000,,9497000,80000,,,,13536899000
ARR,2015-09-30,8.873546269968974,,,,276489000,,36441000,124000,,,,12976952000
ARR,2015-12-31,9.444010852406938,,,,289925000,,144942000,147000,,,,11830111000
ARR,2016-03-31,9.05763233193536,,,,243294000,,0,0,,,,10248399000
ARR,2016-06-30,6.995650777436697,,,,389358000,,0,0,,,,8398911000
ARR,2016-09-30,6.031768794501756,,,,401825000,,0,0,,,,7634685000
ARR,2016-12-31,6.243632933937082,,,,271773000,,14658000,0,,,,6886096000
ARR,2017-03-31,5.7274684696169755,,,,194459000,,,,,,,7005004000
ARR,2017-06-30,4.899010751550248,,,,412133000,,,116693000,,,,7168605000
ARR,2017-09-30,5.504626476579652,,,,299940000,,,125193000,,,,7265537000
ARR,2017-12-31,5.698059124422817,,,,265232000,,0,133193000,,,,7602866000
ARR,2018-03-31,5.505142309107237,,,,216497000,,,0,,,,7226291000
ARR,2018-06-30,5.1837111730713765,,,,335548000,,0,0,,,,6890470000
ARR,2018-09-30,5.974422998775939,,,,266692000,,0,8999000,,,,7472593000
ARR,2018-12-31,6.253949789969546,,,7350000000,,,0,38014000,,,,7339297000
ARR,2019-03-31,8.168746085743328,,,,,,0,321992000,,,,12486166000
ARR,2019-06-30,9.663068439473042,,,7625000000,,,11340000,321892000,,,,13547627000
ARR,2019-09-30,8.445119817201036,,,7075000000,,,16965000,321860000,,,,11840393000
ARR,2019-12-31,7.903175108077012,,,7975000000,,,16965000,321860000,,,,11835713000
ARR,2020-03-31,4.407595548489666,,,4000000000,,,777000,0,,,,4278929000
ARR,2020-06-30,4.978205680949119,,,5112000000,,,777000,48886000,,,,4712756000
ARR,2020-09-30,5.055420506596105,,,4937000000,,,777000,48886000,,,,5052232000
ARR,2020-12-31,4.834323417570425,,,5337000000,,,777000,54575000,,,,4586182000
ARR,2021-03-31,3.709931794241744,,,5760000000,,,0,52960000,,,,4322314000
ARR,2021-06-30,3.302867189515598,,,6810000000,,,0,212224000,,,,4028857000
ARR,2021-09-30,3.016930257446935,,,6810000000,,,0,261296000,,,,3844196000
ARR,2021-12-31,3.452170658748084,,,7210000000,,,0,328780000,,,,4133668000
ARR,2022-03-31,6.30177457470387,,,7410000000,,,0,46427000,,,,7684954000
ARR,2022-06-30,6.880678511871593,,,6910000000,,,1544000,134138000,,,,7884311000
ARR,2022-09-30,8.738115992530824,,,6510000000,,,1544000,301384000,,,,9971111000
ARR,2022-12-31,5.810158831757722,,,6350000000,87284000,,7664000,475537000,,,,8324675000
ARR,2023-03-31,8.685911747932119,,,7981000000,,,4305000,181205000,,,,12034197000
ARR,2023-06-30,7.109436635855802,,,8811000000,,,6377000,255017000,,,,11256131000
ARR,2023-09-30,9.307229729565737,,,8336000000,,,6376000,450148000,,,,12678146000
ARR,2023-12-31,7.5897604123399915,,,6786000000,221888000,,9935000,450117000,,,,11073211000
ARR,2024-03-31,6.93927735497906,,,7186000000,221297000,,1344000,1000,,,,10961185000
ARR,2024-06-30,6.089568342845727,,,8286000000,126562000,,1344000,16000,,,,8891092000
ARR,2024-09-30,7.735399515664951,,,6686000000,63855000,,1344000,127514000,,,,12087628000
ARR,2024-12-31,7.869628291152955,,,7232000000,67970000,194486.85714285713,1344000,265660000,,1361408000,7000,12186538000
ARR,2025-03-31,7.330939533267678,,,8382000000,49115000,,0,371425000,,,,13793048000
ARR,2025-06-30,7.717147674841004,,,10259000000,141166000,,10031000,470537000,,,,14580765000
ARR,2025-09-30,7.777835922277193,,,10402000000,44238000,,19947000,874195000,,,,17228450000
ARR,2025-12-31,7.935150569225931,,,12327000000,63270000,323006.5714285714,19947000,874117000,,2261046000,7000,18744106000
DX,2008-12-31,,,,,24335000,,,,,,,
DX,2009-12-31,,,,,30173000,,,12873000,,,,
DX,2010-06-30,,,,,30279000,,,10859000,,,,
DX,2010-09-30,,,,,17194000,,,44010000,,,,
DX,2010-12-31,4.221492900802786,,,,18836000,,0,116850000,,,,1357227000
DX,2011-03-31,,,,,49840000,,,95206000,,,,
DX,2011-06-30,5.514266142790674,,,,33975000,,,95242000,,,,2269843000
DX,2011-09-30,5.5575021513581975,,,,48776000,,,95261000,,,,2264152000
DX,2011-12-31,5.638342906538054,0.0061,,,48776000,,0,95282000,,371349000,0,2210844000
DX,2012-03-31,5.137145556390647,,,,41724000,,,123733000,,,,2826159000
DX,2012-06-30,6.102244830718776,0.0062,,,53763000,,,123808000,,,,3204124000
DX,2012-08-01,,,,,,,,,55689000,,,
DX,2012-09-30,6.12867617905559,0.0063,,,34723000,10.152579998917105,0,123832000,,562524000,55407000,3787099000
DX,2012-12-31,5.779260916800441,0.007,,1462000000,55809000,10.130543072174996,921000,123868000,55407000,561303000,55407000,3663519000
DX,2013-03-31,6.307954549043262,0.0065,,,44129000,10.429927626473189,,5152000,,577891000,55407000,3994815000
DX,2013-06-30,6.7047824819633846,0.006,,,29343000,,,7412000,54251000,,,4142034000
DX,2013-09-30,6.324596715205984,0.0059,,21517000000,39608000,,5965000,7375000,54251000,,,3738603000
DX,2013-12-31,6.111794987335204,0.0061,,,69330000,,6934000,7436000,54251000,,,3631261000
DX,2014-03-31,5.8187925177165845,0.0059,,,36837000,,0,114000,,,,3545267000
DX,2014-06-30,5.624035345904972,,,,36837000,,0,107000,0,,,3503004000
DX,2014-09-30,5.130314129048753,,,,56639000,,0,144000,0,,,3199464000
DX,2014-12-31,4.9614689232046,,,17085000000,43944000,,0,252000,0,,,3081009000
DX,2015-03-31,5.261846758090116,,,,38504000,,131000,30000,,,,3470050000
DX,2015-06-30,5.915595398894052,,,,56463000,,6688000,59000,,,,3593789000
DX,2015-09-30,5.788746778838866,,,9265000000,12636000,,31051000,129000,,,,3400441000
DX,2015-12-31,5.262781362735633,,,9220000000,33935000,3.486904740192234,41171000,166000,0,382367000,109658000,3178023000
DX,2016-03-31,5.6263427580462135,,,8005000000,82940000,,310000,56000,0,,,3100289000
DX,2016-06-30,5.2906255213355955,,,7655000000,96897000,,310000,77000,0,,,2977547000
DX,2016-09-30,5.007441621760329,,,7655000000,73406000,,310000,102000,0,,,2848637000
DX,2016-12-31,6.205161135655331,,,1210000000,74120000,3.246934230262261,310000,137000,548000,357179000,110005000,2930547000
DX,2017-03-31,5.737703087374777,,,850000000,65943000,3.192640010896121,0,127000,7504000,375049000,117473000,2847352000
DX,2017-06-30,5.109364033985219,,,,100863000,2.879959427300745,0,139000,18212000,369110000,128165000,2562945000
DX,2017-09-30,4.806782688003603,,,,117702000,2.8585490473245576,0,14495000,25884000,388271000,135828000,2619179000
DX,2017-12-31,4.606166682822973,,,,40867000,2.9425453310119325,0,47182000,31350000,415764000,141294000,2748720000
DX,2018-03-31,4.808271893808956,,,,28072000,2.8340621209129124,,294000,494000,401836000,141788000,2662048000
DX,2018-06-30,4.638189416377431,,,,165126000,2.824258752503738,,5914000,494000,400446000,141788000,2540543000
DX,2018-09-30,4.92152397883505,,,,55251000,2.834871715740598,0,19281000,1290000,404179000,142574000,2901426000
DX,2018-12-31,6.199308360191443,,,,34598000,2.6894032180175387,0,41858000,1599000,384270000,142883000,3358936000
DX,2019-03-31,7.033365085980214,,,,55902000,3.0884528526416855,0,53872000,5015000,456776000,147898000,4430459000
DX,2019-06-30,8.044013243395842,,,,49956000,2.835677351974422,0,63751000,13188000,442567000,156071000,5270247000
DX,2019-09-30,8.337572098068772,,,,41781000,2.589814934247299,25034000,63889000,19924000,421640000,162807000,4902954000
DX,2019-12-31,8.151708096907655,,,,62582000,2.5808534031092027,25034000,63889000,19924000,420181000,162807000,4787616000
DX,2020-03-31,8.005902576610904,,,1177500000,51411000,2.1515663188502026,206000,0,107988000,375898000,174709000,4823611000
DX,2020-06-30,5.841712939385235,,,1225000000,147243000,2.248081094849149,372000,0,107988000,392760000,174709000,3330159000
DX,2020-09-30,4.299014336769099,,,,158897000,2.4546188233004598,372000,0,107988000,428844000,174709000,2611486000
DX,2020-12-31,3.8474251444069254,,,,295602000,2.6287722554478585,372000,9891000,107843000,458889000,174564000,2461357000
DX,2021-03-31,2.778826325491333,,,,328936000,5.780931539367414,0,128150000,0,623433000,107843000,2169832000
DX,2021-06-30,3.0716700920689917,,,,349381000,6.006750554046159,0,224350000,0,647786000,107843000,2718666000
DX,2021-09-30,3.2670058990757727,,,,382796000,6.1725656741744945,0,224350000,0,665668000,107843000,2580599000
DX,2021-12-31,3.695051985079329,,,,366023000,6.151868920560444,0,237130000,0,663436000,107843000,2868459000
DX,2022-03-31,3.7585004703213842,,,,456957000,6.2849698172343125,,4245000,,677790000,107843000,3063589000
DX,2022-06-30,2.614834881749738,,,,325679000,6.811040123141975,,109444000,,734523000,107843000,2361971000
DX,2022-09-30,3.9017214531413895,,,,260385000,6.151757647691552,,154483000,,663424000,107843000,3278298000
DX,2022-12-31,2.9338986473292743,,,,332035000,7.357779364446464,0,246882000,0,793485000,107843000,2703906000
DX,2023-03-31,3.4359239519529075,,,,279028000,6.926596997487088,,2771000,,746985000,107843000,3015030000
DX,2023-06-30,4.769673379782556,,,,300108000,7.168930760457331,,6314000,,773119000,107843000,4644993000
DX,2023-09-30,6.219002767465742,,,,271168000,6.45849058353347,,36676000,,696503000,107843000,5236436000
DX,2023-12-31,6.179956014171935,,,,119639000,7.074098457943492,,42626000,,762892000,107843000,5499015000
DX,2024-03-31,5.513334974732195,,,,295715000,7.888217130458166,,86806000,,850689000,107843000,5345965000
DX,2024-06-30,5.256502908837297,,,,286132000,8.692451063119535,,211650000,,937420000,107843000,5638339000
DX,2024-09-30,5.622365565046912,,,,268296000,9.594660756840963,,267891000,,1034717000,107843000,6673614000
DX,2024-12-31,5.538797032075994,,,,377099000,9.987602347857534,,332317000,,1077093000,107843000,6999643000
DX,2025-03-31,5.182781902909561,,,,327447000,11.943955565034356,,239658000,,1288072000,107843000,7648921000
DX,2025-06-30,5.341726951607864,,,,387520000,13.929045000602729,,521807000,,1502150000,107843000,9701272000
DX,2025-09-30,6.00420628255348,,,,490989000,17.15183182960415,,775946000,,1849705000,107843000,12201146000
DX,2025-12-31,5.647204631410673,,,,531043000,21.83081887558766,,1169278000,,2354301000,107843000,14880034000
TWO,2007-11-14,,,,,,,,,,,258346625,
TWO,2008-12-31,,,,,,,,,,,,
TWO,2009-10-28,,,,,124000000,,,,,,,
TWO,2009-12-31,,,,,26105000,,,1000,,,,
TWO,2010-06-30,,,,,71441000,,,106826000,,,,
TWO,2010-09-30,,,,,66199000,,,106826000,,,,
TWO,2010-12-31,3.058724323306698,,,,163900000,,,235275000,,382448000,0,1414984000
TWO,2011-03-31,,,,,302263000,,,287766000,,,,
TWO,2011-06-30,5.378012680749704,,,,181909000,,,523076000,,897581000,0,5110356000
TWO,2011-09-30,5.585219079036454,,,,409947000,,,1006755000,,1307131000,0,7511678000
TWO,2011-12-31,5.243855927866302,,,,360016000,,0,1006847000,,1270086000,0,6830298000
TWO,2012-01-17,,,,,,,,358500000,,,,
TWO,2012-02-24,,,,,,,,341600000,,,,
TWO,2012-03-31,4.1954778872227365,,,,545688000,,,692000000,,2072173000,0,9258809000
TWO,2012-06-30,4.782446806804733,,,,496674000,,0,769812000,,2182657000,0,10798045000
TWO,2012-07-18,,,,,,,,600300000,,,,
TWO,2012-09-30,4.138117739886704,,,,833608000,,0,1362555000,,3391476000,0,14473219000
TWO,2012-12-31,3.6586663621765285,,,,821108000,,0,1362747000,,3450577000,0,13363367000
TWO,2013-03-22,,,,,,,,774000000,,,,
TWO,2013-03-31,3.307331788631906,0.0219,,,1140706000,,,774000000,,4065079000,0,14937812000
TWO,2013-06-30,3.886978847574791,0.0219,,,917224000,,10498000,763226000,,3834123000,0,15806628000
TWO,2013-09-30,3.22075120598624,0.0279,,,723160000,,23894000,763384000,,3773053000,0,13381113000
TWO,2013-12-31,3.177812163180497,0.028,,,1025487000,,23894000,763557000,,3854995000,0,13318867000
TWO,2014-03-31,3.0674061572787372,0.027,,,1540431000,,,110000,,3919004000,0,13506794000
TWO,2014-06-30,2.806744601768385,,,,1182696000,,0,240000,,4058505000,0,13756164000
TWO,2014-09-30,2.980714645276862,0.037,,,1225281000,,0,399000,,4118099000,0,15036726000
TWO,2014-12-31,3.179038711989699,0.036,,,1005792000,,0,588000,,4068042000,0,17016267000
TWO,2015-03-31,3.2241521902649146,0.036,,,1020338000,,0,200000,,4061495000,0,17616560000
TWO,2015-06-30,2.3725643442176128,0.036,,,933579000,,0,226000,,3971569000,0,14476152000
TWO,2015-09-30,2.115950802838681,0.035,,,811839000,,3683000,404000,,3772738000,0,14012575000
TWO,2015-12-31,1.4003043705951053,0.036,,,1000393000,,115174000,539000,0,3576561000,0,10999211000
TWO,2016-03-31,1.8363747967404902,0.035,,,754827000,,61307000,110000,0,3370691000,0,13313914000
TWO,2016-06-30,2.8290390945996395,0.034,,,692188000,,61307000,227000,0,3418068000,0,17322370000
TWO,2016-09-30,5.267505903127471,0.034,,,688418000,,61307000,356000,0,3478241000,0,18321655000
TWO,2016-12-31,4.913378304912718,0.034,,,350864000,,61307000,502000,0,3401111000,0,16710945000
TWO,2017-03-31,5.7371084070470975,0.034,,,405110000,24.941593697793653,0,102000,138872000,3463689000,138872000,20668283000
TWO,2017-06-30,5.284447144625062,0.034,,,651707000,26.248898266029148,0,256000,138872000,3645237000,138872000,19996924000
TWO,2017-09-30,5.72989830761191,0.034,,,539367000,,0,332000,416966000,,,23672393000
TWO,2017-12-31,5.941016524501151,0,,31226878000,419159000,4.083609831225971,0,449000,702537000,2868887000,702537000,21217889000
TWO,2018-03-31,5.943296464355903,,,,388450000,,,76000,13000,,,20609480000
TWO,2018-06-30,5.400695353344377,,,28618861000,417515000,,,195000,13000,,,18795743000
TWO,2018-09-30,5.742985537583335,,,41330283000,422851000,3.783368625645747,0,329000,13000,3698432000,977550000,26854097000
TWO,2018-12-31,6.082514257293885,,,36528169000,409758000,3.352413961724847,0,215000,-36000,3276988000,977501000,25877990000
TWO,2019-03-22,,,,,,,,284500000,,,,
TWO,2019-03-31,4.969671720472269,,,58777783000,512183000,3.8841116275072864,0,335278000,0,3796723000,977501000,23726326000
TWO,2019-06-30,6.053158762349618,0.052,,55549424000,433579000,3.9808378712656047,0,335449000,0,3891273000,977501000,29471462000
TWO,2019-09-30,5.4077526406591785,0.0482,,54226205000,740698000,4.135114951289053,19000,335666000,0,4042079000,977501000,27144647000
TWO,2019-12-31,6.227012919915356,0.0459,,48445497000,558136000,4.084870501411252,19000,336253000,0,3992965000,977501000,30951156000
TWO,2020-03-31,6.645189803635026,0.0372,,60549307000,1206889000,1.9709770117882233,1064000,142000,,1926632000,977501000,19298515000
TWO,2020-06-30,6.575037659524051,0.0298,,8076933000,1615639000,1.9012103312426278,1064000,237000,,1858435000,977501000,18646386000
TWO,2020-09-30,5.817843129982329,0.0295,,25836064000,1615074000,2.0891753563423463,1064000,312000,,2042171000,977501000,17567978000
TWO,2020-12-31,5.3180280136202684,0.0295,,23932603000,1384764000,2.1600233657049968,1064000,372000,0,2111425000,977501000,16426995000
TWO,2021-03-31,4.877833261538507,0.0291,,19137094000,1159306000,2.872629706070742,0,99000,,2018166000,702550000,13271199000
TWO,2021-06-30,4.03294492271709,0.0289,,23094926000,1281230000,2.535769696107039,0,192000,,1781505000,702550000,10018057000
TWO,2021-09-30,3.1992754365078206,0.0289,,20187509000,1076216000,2.8928019358052808,0,256803000,,2032338000,702550000,8749660000
TWO,2021-12-31,3.4149098034842433,0.029,,17159801000,1153856000,2.905704932033307,0,450602000,,2041403000,702550000,9370352000
TWO,2022-03-31,3.668082503963026,0.0326,,18878215000,620214000,2.742515123478756,,323000,,1926754000,702550000,9644504000
TWO,2022-06-30,4.531211648784196,0.0442,,2978027000,511889000,2.5351562166393853,0,405000,,1781074000,702550000,11253826000
TWO,2022-09-30,5.852746380586035,0.0588,,10936326000,732482000,2.0524190449078357,0,5762000,,1441927000,702550000,12551080000
TWO,2022-12-31,5.167165477839732,0.0719,,14262996000,683479000,2.4604254523382765,0,6614000,,1552526000,630999000,11282635000
TWO,2023-03-31,5.207595194869445,0.0765,,,708210000,2.5589327399884945,,177729000,,1614684000,630999000,11694608000
TWO,2023-06-30,5.322176038093708,0.08,,,699081000,2.5824187371378593,7056000,177878000,,1597430000,618579000,11793990000
TWO,2023-09-30,5.5730894358094645,0.0823,,,644184000,2.422728543969323,7056000,177926000,,1498649000,618579000,11799501000
TWO,2023-12-31,4.962993387462047,0.0827,,,729732000,2.5931886636454218,7056000,275674000,,1590177000,613213000,10935410000
TWO,2024-03-31,4.875675760132496,0.0824,,,666244000,2.724343978971415,,54000,,1638603000,601467000,10921855000
TWO,2024-06-30,4.853293199052338,,,,624199000,2.64990431727759,0,104000,,1593830000,601467000,10654420000
TWO,2024-09-30,4.940811496772802,,,,522581000,2.606804695851975,0,165000,,1567907000,601467000,10718468000
TWO,2024-12-31,3.6772786358031935,,,,504613000,2.5288868715989405,0,244000,,1521042000,601467000,10081810000
TWO,2025-03-31,5.373850900111749,,,,573882000,2.569254838586323,,82000,,1545322000,601467000,11536524000
TWO,2025-06-30,4.656681297076498,,,,657816000,2.135709856068579,,150000,,1284559000,601467000,11073112000
TWO,2025-09-30,4.010036591622702,,,,770533000,1.9456595291179732,,210000,,1170250000,601467000,9094690000
TWO,2025-12-31,4.058073959395434,,,,842319000,1.9726103011470288,0,279000,,1186460000,601467000,9071290000
IVR,2008-12-31,,,,,1000,,,,,,,
