# Selected fundamentals from SEC EDGAR XBRL (sparse by ticker)
ticker,period,leverage,financing_rate,net_interest_margin,swap_notional,unrestricted_cash,common_pref_equity_ratio,buybacks,issuance,preferred_issuance,common_equity,preferred_equity,total_liabilities
IVR,2009-12-31,,,,,24041000,,,171613000,,,,
IVR,2010-06-30,,,,,16235000,,,342136000,,,,
IVR,2010-09-30,,,,,20394000,,,341986000,,,,
IVR,2010-12-31,4.134565203737293,,,,63552000,,,830806000,,1050814000,0,4811586000
IVR,2011-03-31,,,,,280244000,,,470138000,,,,
IVR,2011-06-30,5.323837689416825,,,,66000,,,886929000,,1795841000,0,10701383000
IVR,2011-09-30,6.416130490017002,,,,56914000,,,1297079000,,,,13324734000
IVR,2011-12-31,6.390401024714029,,,,197224000,,,1297069000,,,,12854754000
IVR,2012-03-31,6.123732891385309,,,,155803000,,,-36000,,,,13743811000
IVR,2012-06-30,6.381388244974206,,,200000000,168610000,,,34000,,,,14212314000
IVR,2012-09-30,5.825102070942781,,,200000000,190848000,17.867315804638036,,103000,135535000,2418502000,135359000,16071795000
IVR,2012-12-31,6.070800766165158,,,,286474000,18.13033199864068,0,16316000,135362000,2454158000,135362000,16325240000
IVR,2013-01-28,,,,,,,,359000000,,,,
IVR,2013-03-31,6.196189638890699,,,,274538000,20.310883891367947,0,381276000,-6000,2749200000,135356000,19188499000
IVR,2013-06-30,6.994376767529373,,,,169777000,17.88487396199651,0,396503000,,2420825000,135356000,20255082000
IVR,2013-09-30,6.298286489889335,,,,199095000,17.647987529182306,0,396417000,,2388761000,135356000,18354360000
IVR,2013-12-31,6.429531444074342,,,,210612000,16.75492035816661,160527000,396465000,-6000,2267879000,135356000,17947744000
IVR,2014-03-31,6.138903642469646,,,,188371000,16.874161470492627,21129000,73000,0,2284019000,135356000,18038790000
IVR,2014-06-30,5.715809799924453,,,,126128000,18.03038653624516,21128000,135000,,2440521000,135356000,18820629000
IVR,2014-09-30,5.118576034594797,,,,128944000,,21130000,191000,,,,18338662000
IVR,2014-12-31,5.162353676791026,,,,164144000,,21130000,256000,149896000,,,18592167000
IVR,2015-03-31,4.978321860573484,,,,157025000,,0,70000,,,,18840460000
IVR,2015-06-30,5.0940839947013234,,,,87003000,,0,122000,,,,18604208000
IVR,2015-09-30,5.374478561825439,,,,76658000,,49999000,158000,,,,18351979000
IVR,2015-12-31,5.3491575308746535,,,,53199000,,125595000,191000,,,,14500401000
IVR,2016-03-31,5.23340847840355,,,,51336000,,25000000,35000,,,,13730497000
IVR,2016-06-30,5.35030671192901,,,,144084000,,25000000,35000,,,,14436131000
IVR,2016-09-30,5.218802832229396,,,,47282000,,25000000,35000,,,,14575868000
IVR,2016-12-31,4.916195779725344,,,,161788000,,25000000,35000,,,,13436054000
IVR,2017-03-31,5.356627955377048,,,,55877000,,0,0,,,,14383657000
IVR,2017-06-30,5.2005041322278585,,,,64069000,,0,0,,,,14313837000
IVR,2017-09-30,5.358965425165708,,,,73530000,,0,0,,,,16147430000
IVR,2017-12-31,5.299754448642354,,,,88381000,,0,0,,,,16000378000
IVR,2018-03-31,5.515136245637016,,,,117124000,,,0,,,,15799688000
IVR,2018-06-30,5.455347185975524,,,,70254000,,,0,,,,15503052000
IVR,2018-09-30,5.7851391895866415,,,,108223000,,,0,,,,16737464000
IVR,2018-12-31,5.948529254203771,,,,135617000,,1144000,0,,,,15526808000
IVR,2019-03-31,6.297226050393118,,,,78482000,,,258966000,,,,18827673000
IVR,2019-06-30,6.394913525743034,,,,99620000,,,266878000,,,,19367977000
IVR,2019-09-30,6.208118632842236,,,,125888000,,,486506000,,,,21150291000
IVR,2019-12-31,5.979845485809709,,,,172507000,,0,509075000,,,,19414646000
IVR,2020-03-31,4.458189666480192,,,,143291000,,,347299000,,,,8366866000
IVR,2020-06-30,0.6837843066803018,,,,270161000,,,347127000,,,,791680000
IVR,2020-09-30,4.329217101243456,,,,258905000,,,347182000,,,,5264855000
IVR,2020-12-31,5.287391069649594,,,,148011000,,0,420737000,,,,7265693000
IVR,2021-03-31,5.560907652982728,,,,198357000,,,161413000,,,,8280904000
IVR,2021-06-30,5.716706022154118,,,,134664000,,,307618000,,,,7903321000
IVR,2021-09-30,5.406450691479026,,,,189528000,,,375283000,,,,7922877000
IVR,2021-12-31,4.983709842490202,,,,357134000,,,430496000,,,,7041706000
IVR,2022-03-31,5.175260894350532,,,,251724000,,,0,,,,5954671000
IVR,2022-06-30,3.400370832434393,,,,202182000,,,0,,,,3344968000
IVR,2022-09-30,5.106732842097243,,,,163590000,,,38726000,,,,3924496000
IVR,2022-12-31,5.266701489288934,,,,175535000,,,81899000,,,,4293320000
IVR,2023-03-31,5.772225652338107,,,,101834000,,,35792000,,,,4873257000
IVR,2023-06-30,5.8978265729874755,,,,209036000,,,66760000,,,,5025345000
IVR,2023-09-30,6.352671570969077,,,,173921000,,,109104000,,,,5046318000
IVR,2023-12-31,5.696811534947902,,,,76967000,,,109104000,,,,4501544000
IVR,2024-03-31,5.59325943389021,,,,59890000,,,3318000,,,,4445901000
IVR,2024-06-30,5.611677045794609,,,,58775000,,,19370000,,,,4307313000
IVR,2024-09-30,6.050019661541442,,,,48254000,,,108062000,,,,5225227000
IVR,2024-12-31,6.697363865400169,,,,73403000,3.1928207894147955,,116460000,,556448000,174281000,4957305000
IVR,2025-03-31,7.053214975380879,,,,42894000,,,36068000,,,,5399598000
IVR,2025-06-30,6.535153430620714,,,,59396000,3.1786993402450516,,38231000,,539616000,169760000,4690994000
IVR,2025-09-30,6.692058405807836,,,,58539000,3.591717282609993,,74376000,,601979000,167602000,5191364000
IVR,2025-12-31,7.045699046071439,,,,56040000,3.8115543328748283,,81625000,,631788000,165756000,5678350000
MFA,2007-12-31,,,,,234410000,,,,,,,
MFA,2008-12-31,,,,,361167000,,,689783000,,,,
MFA,2009-06-30,,,,,282492000,,,16512000,,,,
MFA,2009-09-30,,,,,486695000,,,403298000,,,,
MFA,2009-12-31,3.318707333338868,,,,653460000,57058.52631578947,,403368000,,2168224000,38000,7458947000
MFA,2010-03-31,,,,,768656000,,,125000,,,,
MFA,2010-06-30,2.8158787733539423,,,,531543000,58634.71052631579,,273000,,2228119000,38000,6456177000
MFA,2010-09-30,2.617004327447295,,,,270925000,60287.36842105263,,370000,,2290920000,38000,6187046000
MFA,2010-12-31,2.662701676600249,,,2805461000,345243000,59221.28947368421,,609000,,2250409000,38000,6436960000
MFA,2011-03-31,2.649460740256557,,,,629423000,76009.63157894737,,605195000,,2888366000,38000,8547957000
MFA,2011-06-30,2.8559296571034176,,,3615347000,503228000,72518.94736842105,,605392000,,2755720000,38000,9171296000
MFA,2011-09-30,3.0355861524808194,,,3503964000,421026000,69504.8947368421,,605765000,,2641186000,38000,9353539000
MFA,2011-12-31,3.1280663474473127,,,3377866000,394022000,65729.52631578948,0,607803000,0,2497722000,38000,9252874000
MFA,2012-03-31,2.859862288618236,,,3223809000,374621000,72775.15789473684,,451000,,2765456000,38000,9686230000
MFA,2012-06-30,3.036651412783434,,,2948459000,593376000,72520.07894736843,,3795000,0,2755763000,38000,10135822000
MFA,2012-09-30,2.726738524935832,,,,450442000,85239.8947368421,0,4398000,0,3239116000,38000,10496015000
MFA,2012-12-31,2.643447943011882,,,,401293000,87130.73684210527,9713000,13038000,0,3310968000,38000,10206544000
MFA,2013-03-31,2.7262888189057395,,,,601570000,85934.47368421052,,7278000,,3265510000,38000,10387204000
MFA,2013-06-30,2.8153823255602304,,,,448282000,,,40398000,200000000,,,10032209000
MFA,2013-09-30,2.7877342790444195,,,,503852000,,27000,67409000,200000000,,,9525029000
MFA,2013-12-31,2.653924527353162,,,,565370000,39277.1375,16281000,77625000,200000000,3142171000,80000,9329657000
MFA,2014-03-31,2.685565721885535,,,,274672000,40056.3375,,7616000,,3204507000,80000,9588402000
MFA,2014-06-30,2.5598010438146925,,,,343719000,40940.175,,16846000,0,3275214000,80000,9375567000
MFA,2014-09-30,2.4973455194999974,,,,423891000,40670.8,0,26371000,0,3253664000,80000,8989033000
MFA,2014-12-31,2.580919759545864,,,,182437000,40039.9,0,35639000,0,3203192000,80000,9151472000
MFA,2015-03-31,3.057687056679006,,,,168717000,40101.15,,312000,,3208092000,80000,10693583000
MFA,2015-06-30,3.0629529044537107,,,,218492000,39319.8625,,623000,,3145589000,80000,10509214000
MFA,2015-09-30,3.3857664145079824,,,,174160000,38146.275,,926000,,3051702000,80000,10332621000
MFA,2015-12-31,3.4359262633115186,,,,165007000,37089.7625,0,1218000,0,2967181000,80000,10195290000
MFA,2016-03-31,2.7786536140389133,,,,146236000,35769.575,,306000,,2861566000,80000,9982795000
MFA,2016-06-30,3.351761460245862,,,,182765000,36844.85,,600000,,2947588000,80000,9879880000
MFA,2016-09-30,3.203609567757772,,,,288698000,37916.975,,941000,,3033358000,80000,9717951000
MFA,2016-12-31,3.1148402288537995,,,,260112000,37922.775,,4660000,,3033822000,80000,9450120000
MFA,2017-03-31,2.894081278242064,,,,421572000,38198.3375,,3952000,,3055867000,80000,8844159000
MFA,2017-06-30,2.523074874703937,,,,745480000,40932.05,,186250000,,3274564000,80000,8262172000
MFA,2017-09-30,2.408424966333103,,,,608173000,40719.6375,,190928000,,3257571000,80000,7845808000
MFA,2017-12-31,2.0280316381104453,,,,449757000,40769.45,,197223000,,3261556000,80000,7693098000
MFA,2018-03-31,2.280926714246108,,,,214686000,40441.8875,,1230000,,3235351000,80000,7379781000
MFA,2018-06-30,1.8375238920318728,,,,54880000,40081.6625,,1711000,,3206533000,80000,7438150000
MFA,2018-09-30,2.04892405918519,,,,104186000,44402,,391932000,,3552160000,80000,8229753000
MFA,2018-12-31,2.3064561030250568,,,,51965000,42700.2625,0,392474000,,3416021000,80000,9004226000
MFA,2019-03-31,2.499525779028007,,,,76579000,42555.6375,,551000,,3404451000,80000,9397082000
MFA,2019-06-30,2.535908347395363,,,,88661000,42541.1625,,1137000,,3403293000,80000,9804719000
MFA,2019-09-30,2.518468742966646,,,,154193000,42541.825,,8861000,,3403346000,80000,9701395000
MFA,2019-12-31,2.700931041575058,,,,70629000,42298.4,0,12325000,,3383872000,80000,10184218000
MFA,2020-03-31,3.182799840208139,,,,116465000,,0,687000,,,,8689662000
MFA,2020-06-30,2.001687788148673,,,,666172000,,0,724000,,,,5046357000
MFA,2020-09-30,1.9167039540764623,,,,884171000,,0,725000,,,,4917603000
MFA,2020-12-31,1.7456806513936538,,,,814354000,,50835000,7441000,,,,4407498000
MFA,2021-03-31,1.6425086910653723,,,,780714000,,20933000,376000,,,,4175694000
MFA,2021-06-30,1.853078739792847,,,,906409000,,48075000,772000,,,,4681872000
MFA,2021-09-30,2.2631934264405613,,,,526241000,,48075000,1297000,,,,5886763000
MFA,2021-12-31,2.594272249068761,0.0258,,,304696000,,85591000,1825000,,,,6596840000
MFA,2022-03-31,3.2252652775383095,,,,410939000,,54799000,581000,,,,7576003000
MFA,2022-06-30,3.416548173023703,,,,385598000,,102311000,1122000,,,,7333238000
MFA,2022-09-30,3.68051571070995,0.036,,,434086000,,102311000,1156000,,,,7485915000
MFA,2022-12-31,3.5817480361756977,0.0346,,,334183000,,102311000,1183000,,,,7123556000
MFA,2023-03-31,3.6128897863178846,0.0395,,,362452000,,0,17000,,,,7293001000
MFA,2023-06-30,4.00636887980012,0.0396,,,329391000,,0,34000,,,,7791462000
MFA,2023-09-30,4.466439024601356,0.0418,,,300089000,,0,13000,,,,8256284000
MFA,2023-12-31,4.670090504048865,0.0411,,,318000000,,0,-7000,0,,,8872775000
MFA,2024-03-31,4.771258372974657,0.0452,,,306266000,,1491000,-20000,,,,8989943000
MFA,2024-06-30,4.881838340478812,0.0463,,,289412000,,1491000,-40000,,,,9193683000
MFA,2024-09-30,4.934610958548617,0.0454,,,305560000,,1491000,-61000,0,,,9279378000
MFA,2024-12-31,5.194838505108069,0.0454,,,338931000,,1491000,-81000,0,,,9567812000
MFA,2025-03-31,5.266036192262419,0.0468,,,253713000,,5189000,-20000,,,,9681102000
MFA,2025-06-30,5.407175240803742,0.0468,,,275731000,,5189000,-40000,,,,9852560000
MFA,2025-09-30,5.641453716173001,0.0464,,,305172000,,10266000,-61000,4532000,,,10275970000
MFA,2025-12-31,6.138198112923655,0.0462,,,213211000,,15313000,-68000,9311000,,,11218754000
ADAM,2009-12-31,,,,,24522000,,,,,,,
ADAM,2010-06-30,,,,,34039000,,,,,,,
ADAM,2010-09-30,,,,,40514000,,,,,,,
ADAM,2010-12-31,0.5202739205980698,,,,19375000,,,,,,,305807000
ADAM,2011-03-31,,,,,8436000,,,,,,,
ADAM,2011-06-30,1.1830781884920878,,,,6885000,,,,,,,373189000
ADAM,2011-07-02,,,,,,,,10325000,,,,
ADAM,2011-07-14,,,,,,,,1603000,,,,
ADAM,2011-09-30,1.4780545355727295,,,,11679000,,,12291000,,,,448118000
ADAM,2011-12-06,,,,,,,,15422000,,,,
ADAM,2011-12-16,,,,,,,,2360000,,,,
ADAM,2011-12-31,1.3055024505544162,0.0071,,,16586000,,,30382000,,,,596398000
ADAM,2012-03-31,1.2874091957022924,,,,8875000,,,,,,,1748413000
ADAM,2012-05-31,,,,,,,,20031000,,,,
ADAM,2012-06-30,1.2290447911780584,0.0069,,,8621000,,,20189000,,,,4464915000
ADAM,2012-07-17,,,,,,,,33150000,,,,
ADAM,2012-07-31,,,,,,,,33100000,,,,
ADAM,2012-08-21,,,,,,,,64892000,,,,
ADAM,2012-08-31,,,,,,,,64900000,,,,
ADAM,2012-09-04,,,,,,,,9765000,,,,
ADAM,2012-09-30,2.613240606448242,,,,41039000,,,128340000,,,,4937534000
ADAM,2012-10-09,,,,,,,,104144000,,,,
ADAM,2012-10-31,,,,,,,,104100000,,,,
ADAM,2012-12-31,2.7612342627156017,,,,31777000,,,232668000,,,,6838395000
ADAM,2013-03-31,2.675686866718628,,,,15888000,,,2338000,,,,6741242000
ADAM,2013-05-03,,,,,,,,94434000,,,,
ADAM,2013-06-30,1.8066816245816855,,,,53267000,,,98172000,72637000,,,8089198000
ADAM,2013-09-30,1.6625691096396564,,,,20509000,,,98172000,72637000,,,7972363000
ADAM,2013-12-31,1.6458934062321862,,,,31798000,,,100207000,72397000,,,9418009000
ADAM,2014-01-10,,,,,,,,75846000,,,,
ADAM,2014-03-31,1.3569636046811655,,,,76508000,,,75830000,,,,9506122000
ADAM,2014-04-07,,,,,,,,109916000,,,,
ADAM,2014-06-30,0.9628086793192058,,,,71133000,,,185710000,,,,9543816000
ADAM,2014-09-30,0.8863655934622383,,,,28513000,,,185734000,0,,,9343875000
ADAM,2014-11-26,,,,,,,,110784000,,,,
ADAM,2014-12-31,0.7970943617217674,,,,75598000,,,296546000,0,,,9722078000
ADAM,2015-03-31,0.7433095174984617,,,,88990000,,,20839000,,,,8751034000
ADAM,2015-06-30,0.6423749436337085,,,,106461000,,,31832000,86862000,,,8493995000
ADAM,2015-09-30,0.6435801758747617,,,,123801000,,,31832000,86862000,,,8451162000
ADAM,2015-12-31,0.6557591712226556,,,,61959000,,,31799000,86862000,,,8175716000
ADAM,2016-03-31,0.6741869788619076,,,,39931000,,,-198000,,,,8377936000
ADAM,2016-06-30,0.7153629710394032,,,,49941000,,,,0,,,8521099000
ADAM,2016-09-30,0.7811416411818742,,,,65282000,,,,0,,,8498246000
ADAM,2016-12-31,0.9083370733185927,,,,83554000,,,,0,,,8100469000
ADAM,2017-03-31,0.8309411888589288,,,,73033000,,,,,,,9596840000
ADAM,2017-06-30,0.7828779516711376,,,,75391000,,,,,,,9563131000
ADAM,2017-09-30,0.722405834312092,,,,101904000,,,,,,,9418917000
ADAM,2017-12-31,1.3083162824628254,,,,95191000,,,930000,130496000,,,11080284000
ADAM,2018-03-31,1.3539457312731453,,,,65495000,,,,,,,10815092000
ADAM,2018-06-30,1.1611480788268473,,,,84717000,,,,0,,,10624672000
ADAM,2018-09-30,1.0198161973285564,,,,57471000,,,,0,,,11218222000
ADAM,2018-12-31,1.3077913704478463,,,,103724000,3.0734171972873634,,260091000,0,890538000,289755000,13557345000
ADAM,2019-03-31,1.1993451022579982,,,,65359000,,,185027000,,,,16175689000
ADAM,2019-06-30,1.2069363912123072,,,,134993000,,,321655000,16101000,,,16737802000
ADAM,2019-09-30,0.9874991811040504,,,,65906000,,,632248000,30490000,,,17912250000
ADAM,2019-12-31,1.0666988960235897,,,,118763000,3.3684268917218905,,804398000,215073000,1700264000,504765000,21278340000
ADAM,2020-01-01,,,,,,,,,,,,
ADAM,2020-03-31,0.35660158634227984,,,,172513000,2.963133339276693,,511924000,,1495686000,504765000,2717850000
ADAM,2020-06-30,0.04048700357522466,,,,371697000,3.285045516230325,,511924000,0,1658176000,504765000,2453789000
ADAM,2020-09-30,1.0507445915763098,,,,649822000,3.4642219646766317,,511924000,0,1748618000,504765000,2367730000
ADAM,2020-12-31,1.01752533939338,,,,293183000,3.571578853525898,0,511924000,0,1802808000,504765000,2348014000
ADAM,2021-03-31,1.0421163427673676,,,,290977000,3.585006884391747,,0,,1809586000,504765000,2411823000
ADAM,2021-06-30,1.0551114423870092,,,,324927000,3.6087961724763007,0,0,,1821594000,504765000,2454568000
ADAM,2021-09-30,1.079567172461786,,,,408785000,3.3568417208870005,0,0,138569000,1820187000,542232000,2550390000
ADAM,2021-12-31,1.364053707845218,,,,289602000,3.3948303763695584,0,0,210738000,1827169000,538221000,3226519000
ADAM,2022-03-31,1.8837280516764214,,,,303762000,3.180440748317141,0,,,1711780000,538221000,4238390000
ADAM,2022-06-30,2.4142889447507865,,,,407104000,2.95204014707713,7541000,,,1588850000,538221000,5135364000
ADAM,2022-09-30,2.4499841360817145,,,,355276000,2.630701886399825,21855000,,0,1415899000,538221000,4787563000
ADAM,2022-12-31,0.40938717152842735,,,,244718000,2.34411564202537,44399000,0,0,1261957000,538351000,4376634000
ADAM,2023-03-31,2.457379560640836,,,,227753000,2.2886710826955006,3610000,,,1231051000,537889000,4346957000
ADAM,2023-06-30,2.632374061800331,,,,232497000,2.201436544546103,3610000,,,1182134000,536983000,4525359000
ADAM,2023-09-30,3.335070868757266,,,,228333000,1.9798672132525283,8615000,,,1060110000,535445000,5321289000
ADAM,2023-12-31,1.5443828844453193,,,,187107000,1.9882901138305522,8615000,,0,1064620000,535445000,5773202000
ADAM,2024-03-31,3.9537468499992663,,,,226939000,1.799925295782013,0,,,963761000,535445000,5927481000
ADAM,2024-06-30,4.691895401352466,,,,235514000,1.6924576753914968,3493000,,0,906218000,535445000,6764132000
ADAM,2024-09-30,5.126382628939631,,,,195066000,1.7082818963665736,3493000,,0,914691000,535445000,7433952000
ADAM,2024-12-31,5.5969284157393595,,,,167422000,1.604786672767511,3493000,,0,859275000,535445000,7806148000
ADAM,2025-03-31,6.111153580605439,,,,177072000,1.6238549244086695,,,,869485000,535445000,8585743000
ADAM,2025-06-30,6.615980657184583,,,,160447000,1.5655118332115963,1502000,,3969000,844459000,539414000,9155677000
ADAM,2025-09-30,7.9071511823966025,,,,185285000,1.573263739842212,1502000,,5027000,850305000,540472000,10997084000
ADAM,2025-12-31,7.854956332581598,,,,210333000,1.640140469811572,1502000,,5027000,886450000,540472000,11208410000
CMTG,2018-12-31,,,,,69430000,,,,,,,
CMTG,2019-12-31,,,,,334999000,,,539095000,,,,
CMTG,2020-03-31,,,,,,,,,,,,
CMTG,2020-06-30,,,,,,,,,,,,
CMTG,2020-09-30,,,,,304692000,,,70000000,,,,
CMTG,2020-12-31,1.7453061833190247,0.0657,,,427512000,19847.24,,70000000,,2480905000,125000,4330157000
CMTG,2021-02-08,,,,280000000,,,,,,,,
CMTG,2021-03-31,,,,,348773000,,,,,,,
CMTG,2021-06-30,,,,,476983000,,,,,,,
CMTG,2021-09-30,1.9986733591651473,0.061,,,235596000,19247.616,,,,2405952000,125000,4808962000
CMTG,2021-12-31,1.862713769363894,0.054,,,310194000,,3602000,103040000,,,,4851004000
CMTG,2022-03-31,2.129850936069377,0.0535,,,444001000,,3179000,,,,,5493516000
CMTG,2022-06-30,2.09457359193887,0.0594,,,461002000,,3771000,,,,,5425796000
CMTG,2022-09-30,2.1784283987164645,0.0719,,,225556000,,13863000,,,,,5522719000
CMTG,2022-12-31,2.3550214922138304,0.0812,,,306456000,,21398000,,,,,5785042000
CMTG,2023-03-31,2.4713115458354915,0.0841,,,426503000,,,,,,,6040266000
CMTG,2023-06-30,2.4996304822560664,0.0887,,,253055000,,,,,,,6000178000
CMTG,2023-09-30,2.5043926660742146,0.0899,,,307367000,,,,,,,5751761000
CMTG,2023-12-31,2.508570372624897,0.087,,,187301000,,,,,,,5769461000
CMTG,2024-03-31,2.50010221658815,0.0866,,,232514000,,,,,,,5539934000
CMTG,2024-06-30,2.492940045187395,0.0853,,,148212000,,,,,,,5413175000
CMTG,2024-09-30,2.4734864129956904,0.0779,,,113920000,,,,,,,5204114000
CMTG,2024-12-31,2.4694505115816754,0.0722,,,99075000,,,,,,,4958869000
CMTG,2025-02-09,,,,275000000,,,,,,,,
CMTG,2025-03-31,2.4406428252054058,0.0702,,,127829000,,,,,,,4721631000
CMTG,2025-06-30,2.314184732190116,0.0653,,,209204000,,,,,,,4066092000
CMTG,2025-09-30,2.111558081462205,0.0616,,,339518000,,,,,,,3692716000
CMTG,2025-12-31,2.0822993743043745,0.0555,,,173186000,,,,,,,3189864000
REFI,2021-03-31,,,,,,,,100000,,100000,0,
REFI,2021-06-30,,,,,,,,31359323,,56399744,0,
REFI,2021-09-30,,,,,,,,92546597,,128690634,0,
REFI,2021-12-30,,,,,,,,226031597,,,,
REFI,2021-12-31,,,,,80248526,,,226031597,,264077968,0,14092487
REFI,2022-03-31,,,,,6078178,,,4505664,,269384516,0,16523388
REFI,2022-06-30,0.2565863665393527,,,,6623096,,,4505664,,268627511,0,68926157
REFI,2022-09-30,0.2603271798847285,,,,9331530,,,4505664,,270152794,0,70328115
REFI,2022-12-31,0.3001065022082484,0.1753,,,5715827,,,4505664,,264033023,0,79238027
REFI,2023-03-31,,0.1753,,,4640905,,,6000010,,272123328,0,50758049
REFI,2023-06-30,0.20777956878302337,0.1631,,,18020688,,,7222363,,273689874,0,56867164
REFI,2023-09-30,0.2774776291360725,,,,8702157,,,7222363,,275785393,0,76524277
REFI,2023-12-31,0.32139457844761626,,,,7898040,,,7222363,,271853391,0,87372206
REFI,2024-03-31,0.34163481098668297,,,,6904113,,,9811862,,285960777,0,97694156
REFI,2024-06-30,0.3203191713393843,,,,7070883,,,20753235,,292724905,0,93765399
REFI,2024-09-30,0.23842268916085646,,,,6760433,,,20796750,,295466758,0,70445979
REFI,2024-12-31,0.4084401031250526,,,,26400448,,,39591879,,308958097,0,126190877
REFI,2025-03-31,0.33427269865880416,,,,9879177,,,1033474,,310780047,0,103885285
REFI,2025-06-30,0.4682988386966755,,,,35562084,,,1033474,,310028390,0,145185935
REFI,2025-09-30,0.3780475496612408,,,,28920537,,,1033474,,309914679,0,117162485
REFI,2025-12-31,0.38042776129865963,,,,14948884,,,1033474,,307814476,0,117101172
MITT,2011-03-06,,,,,0,,,,,,,
MITT,2011-03-07,,,,,0,,,,,,,
MITT,2011-03-27,,,,,0,,,,,,,
MITT,2011-04-01,,,,,1000,,,,,,,
MITT,2011-06-30,,,,,787,,,1000,,,,64991227
MITT,2011-07-20,,,,,,,,16000000,,,,
MITT,2011-07-31,,,,,,,,198100000,,,,
MITT,2011-09-30,5.249102972719213,,,,61458348,,1000,198668138,0,,,1158806695
MITT,2011-12-31,5.575565012532242,,,,35851249,,1000,198115606,0,,,1187922031
MITT,2012-01-24,,,,,,,,109300000,,,,
MITT,2012-01-31,,,,,,,,109300000,,,,
MITT,2012-03-31,6.726828679553764,,,,20812898,,,103905519,,,,2165613720
MITT,2012-06-30,6.199053600452589,,,,17457490,,,103905519,,,,2294682204
MITT,2012-08-03,,,,,,,,51900000,,,,
MITT,2012-08-15,,,,,,,,160700000,,,,
MITT,2012-08-31,,,,,,,,115000000,,,,
MITT,2012-09-27,,,,,,,,115000000,,,,
MITT,2012-09-30,5.4554251005797125,,,,80496926,,0,259664211,161128492,,,4064860763
MITT,2012-11-14,,,,,,,,1100000,,,,
MITT,2012-12-26,,,,,,,,91200000,,,,
MITT,2012-12-31,4.92236673034262,,,,149594782,,0,353673174,161214005,,,4060646731
MITT,2013-02-28,,,,,,,,2200000,,,,
MITT,2013-03-31,4.971249164138083,,,,40714152,,,14791745,,,,4128757493
MITT,2013-06-30,5.292325106004361,,,,69955286,,,33169832,,,,4013124601
MITT,2013-09-30,4.189019642657295,,,,35089032,,,33176288,0,,,3184216525
MITT,2013-12-31,4.104923701412494,,,,86190011,,0,33176288,0,,,2980275640
MITT,2014-03-31,4.290441060798479,,,,33252973,,,0,,,,3176097327
MITT,2014-06-30,4.041933513500631,,,,11203229,,,0,,,,3063924750
MITT,2014-09-30,3.711640057226682,,,,43711925,,,0,,,,2880141285
MITT,2014-12-31,3.6099982007987954,,,,64363514,,0,0,0,,,2725729988
MITT,2015-03-31,3.682869043979137,,,,42107692,,0,,,,,2834559367
MITT,2015-06-30,3.5569377697187528,,,,73802887,,0,,,,,2685454080
MITT,2015-09-30,3.2275854096488072,,,,48118818,,0,,,,,2679553962
MITT,2015-12-31,3.051175900825257,,,,46253291,,472892,-83651,,,,2497131519
MITT,2016-03-31,3.956501952473916,,,,40692737,,2736322,,,,,2634798645
MITT,2016-06-30,3.4801584938144248,,,,41898334,,7066364,0,,,,2369967803
MITT,2016-09-30,3.3062881155545742,,,,46039491,,9928615,0,,,,2334721034
MITT,2016-12-31,2.89766633631967,,,,52470000,,9928615,0,,,,1972768176
MITT,2017-03-31,2.827755609905542,,,,29647529,,0,0,,,,1956032619
MITT,2017-06-30,3.303524641760327,,,,29150477,,,1830184,,,,2551383224
MITT,2017-09-30,3.813264476540631,,,,61716000,,,8730000,,,,2837848053
MITT,2017-12-31,4.206327116634162,,,,15200000,,,8718000,0,,,3075036000
MITT,2018-03-31,4.0046404099593955,,,,25294000,,,-63000,,,,2991258308
MITT,2018-06-30,3.7817067628154972,,,,31145000,,,-225000,,,,2815927118
MITT,2018-09-30,4.092562988851928,,,,30341000,,,9282000,0,,,3182917000
MITT,2018-12-31,3.957057122517763,,,1963500000,31579000,,,9282000,0,,,2892915000
MITT,2019-03-31,4.4769598543538045,,,,50779000,,,65964000,,,,3275505000
MITT,2019-06-30,4.196472941614308,,,,60097000,,,66063000,,,,3067051000
MITT,2019-09-30,4.095254821242117,,,1348750000,31468000,,,66063000,111183000,,,3914736000
MITT,2019-12-31,3.6770280997731573,,,1848750000,81692000,,,66063000,111243000,,,3498771000
MITT,2020-03-31,1.2403942397501848,,,0,92299000,,,0,,,,1199971000
MITT,2020-06-30,0.5153183826065061,,,0,68150000,,,3499000,,,,490220000
MITT,2020-09-30,1.820259738929339,,,180000000,44592000,,0,4669000,0,,,710755000
MITT,2020-12-31,2.417202621398323,,,417000000,47926000,0.717999144575181,0,7018000,0,171227000,238478000,990340000
MITT,2021-03-31,3.2665905272290003,,,1108000000,51637000,,,10033000,,,,1487295000
MITT,2021-06-30,3.654211304700597,,,806000000,64007000,1.1130891904640952,0,13133000,,245405000,220472000,1702413000
MITT,2021-09-30,3.8455004502306283,,,,101749000,1.2213659784462425,2847000,13133000,,269277000,220472000,1883330000
MITT,2021-12-31,4.89559241207616,,,,68079000,1.5870858884574912,3555000,93134000,,349908000,220472000,2792348000
MITT,2022-03-31,6.009871268145713,,,,50541000,1.4839888965492216,0,0,,327178000,220472000,3291306000
MITT,2022-06-30,7.105119446794731,,,,88575000,1.17109202075547,11033000,0,,258193000,220472000,3400972000
MITT,2022-09-30,8.588135585919327,,,,77638000,1.1059182118364237,13372000,0,,243824000,220472000,3987437000
